claim_id,true_label,seed,input_file
24797,Supported,42,shared_task_dev.jsonl
46059,Supported,42,shared_task_dev.jsonl
36448,Supported,42,shared_task_dev.jsonl
208413,Supported,42,shared_task_dev.jsonl
138301,Supported,42,shared_task_dev.jsonl
152694,Refuted,42,shared_task_dev.jsonl
178900,Refuted,42,shared_task_dev.jsonl
35237,Supported,42,shared_task_dev.jsonl
16070,Refuted,42,shared_task_dev.jsonl
171523,Refuted,42,shared_task_dev.jsonl
220238,Supported,42,shared_task_dev.jsonl
158635,Supported,42,shared_task_dev.jsonl
60044,Refuted,42,shared_task_dev.jsonl
31905,Supported,42,shared_task_dev.jsonl
122812,Refuted,42,shared_task_dev.jsonl
6833,Supported,42,shared_task_dev.jsonl
186996,Supported,42,shared_task_dev.jsonl
93600,Refuted,42,shared_task_dev.jsonl
58823,Refuted,42,shared_task_dev.jsonl
223771,Refuted,42,shared_task_dev.jsonl
73329,Supported,42,shared_task_dev.jsonl
63444,Supported,42,shared_task_dev.jsonl
184076,Supported,42,shared_task_dev.jsonl
145012,Supported,42,shared_task_dev.jsonl
198082,Supported,42,shared_task_dev.jsonl
15425,Supported,42,shared_task_dev.jsonl
85350,Supported,42,shared_task_dev.jsonl
27503,Supported,42,shared_task_dev.jsonl
42187,Supported,42,shared_task_dev.jsonl
107654,Refuted,42,shared_task_dev.jsonl
183134,Supported,42,shared_task_dev.jsonl
160052,Supported,42,shared_task_dev.jsonl
170400,Supported,42,shared_task_dev.jsonl
127777,Refuted,42,shared_task_dev.jsonl
187321,Refuted,42,shared_task_dev.jsonl
194252,Supported,42,shared_task_dev.jsonl
114659,Supported,42,shared_task_dev.jsonl
90981,Supported,42,shared_task_dev.jsonl
96948,Supported,42,shared_task_dev.jsonl
142161,Refuted,42,shared_task_dev.jsonl
76196,Refuted,42,shared_task_dev.jsonl
64142,Supported,42,shared_task_dev.jsonl
159936,Supported,42,shared_task_dev.jsonl
48810,Refuted,42,shared_task_dev.jsonl
153303,Supported,42,shared_task_dev.jsonl
43168,Refuted,42,shared_task_dev.jsonl
167447,Supported,42,shared_task_dev.jsonl
43842,Refuted,42,shared_task_dev.jsonl
204449,Supported,42,shared_task_dev.jsonl
62457,Refuted,42,shared_task_dev.jsonl
115028,Refuted,42,shared_task_dev.jsonl
184083,Supported,42,shared_task_dev.jsonl
110538,Refuted,42,shared_task_dev.jsonl
178908,Refuted,42,shared_task_dev.jsonl
98693,Supported,42,shared_task_dev.jsonl
59678,Refuted,42,shared_task_dev.jsonl
149392,Supported,42,shared_task_dev.jsonl
211271,Supported,42,shared_task_dev.jsonl
59158,Refuted,42,shared_task_dev.jsonl
66406,Refuted,42,shared_task_dev.jsonl
56959,Supported,42,shared_task_dev.jsonl
49192,Refuted,42,shared_task_dev.jsonl
127363,Supported,42,shared_task_dev.jsonl
10688,Supported,42,shared_task_dev.jsonl
92586,Supported,42,shared_task_dev.jsonl
155125,Refuted,42,shared_task_dev.jsonl
114778,Refuted,42,shared_task_dev.jsonl
10379,Refuted,42,shared_task_dev.jsonl
68043,Supported,42,shared_task_dev.jsonl
226153,Supported,42,shared_task_dev.jsonl
32429,Supported,42,shared_task_dev.jsonl
139116,Refuted,42,shared_task_dev.jsonl
126773,Refuted,42,shared_task_dev.jsonl
69883,Refuted,42,shared_task_dev.jsonl
148057,Refuted,42,shared_task_dev.jsonl
126678,Refuted,42,shared_task_dev.jsonl
166648,Refuted,42,shared_task_dev.jsonl
81613,Refuted,42,shared_task_dev.jsonl
21986,Refuted,42,shared_task_dev.jsonl
71700,Supported,42,shared_task_dev.jsonl
41764,Supported,42,shared_task_dev.jsonl
91498,Supported,42,shared_task_dev.jsonl
131163,Supported,42,shared_task_dev.jsonl
1076,Supported,42,shared_task_dev.jsonl
169032,Supported,42,shared_task_dev.jsonl
7138,Refuted,42,shared_task_dev.jsonl
125315,Refuted,42,shared_task_dev.jsonl
93894,Refuted,42,shared_task_dev.jsonl
41780,Supported,42,shared_task_dev.jsonl
128793,Supported,42,shared_task_dev.jsonl
103154,Supported,42,shared_task_dev.jsonl
116148,Supported,42,shared_task_dev.jsonl
193444,Supported,42,shared_task_dev.jsonl
54151,Refuted,42,shared_task_dev.jsonl
175486,Refuted,42,shared_task_dev.jsonl
1494,Supported,42,shared_task_dev.jsonl
207526,Supported,42,shared_task_dev.jsonl
151425,Supported,42,shared_task_dev.jsonl
94861,Refuted,42,shared_task_dev.jsonl
138206,Supported,42,shared_task_dev.jsonl
166913,Refuted,42,shared_task_dev.jsonl
51260,Refuted,42,shared_task_dev.jsonl
146288,Refuted,42,shared_task_dev.jsonl
129818,Refuted,42,shared_task_dev.jsonl
195071,Refuted,42,shared_task_dev.jsonl
174020,Supported,42,shared_task_dev.jsonl
192795,Refuted,42,shared_task_dev.jsonl
55801,Refuted,42,shared_task_dev.jsonl
130614,Refuted,42,shared_task_dev.jsonl
155046,Refuted,42,shared_task_dev.jsonl
161572,Refuted,42,shared_task_dev.jsonl
162664,Supported,42,shared_task_dev.jsonl
101553,Supported,42,shared_task_dev.jsonl
111976,Supported,42,shared_task_dev.jsonl
130400,Supported,42,shared_task_dev.jsonl
86635,Refuted,42,shared_task_dev.jsonl
204008,Refuted,42,shared_task_dev.jsonl
223692,Supported,42,shared_task_dev.jsonl
109701,Supported,42,shared_task_dev.jsonl
101224,Supported,42,shared_task_dev.jsonl
214789,Refuted,42,shared_task_dev.jsonl
8290,Supported,42,shared_task_dev.jsonl
215476,Supported,42,shared_task_dev.jsonl
138814,Supported,42,shared_task_dev.jsonl
18030,Supported,42,shared_task_dev.jsonl
76615,Supported,42,shared_task_dev.jsonl
55956,Supported,42,shared_task_dev.jsonl
174624,Refuted,42,shared_task_dev.jsonl
63938,Refuted,42,shared_task_dev.jsonl
204330,Refuted,42,shared_task_dev.jsonl
113098,Refuted,42,shared_task_dev.jsonl
211021,Refuted,42,shared_task_dev.jsonl
194580,Supported,42,shared_task_dev.jsonl
93546,Refuted,42,shared_task_dev.jsonl
16437,Supported,42,shared_task_dev.jsonl
118139,Supported,42,shared_task_dev.jsonl
185188,Refuted,42,shared_task_dev.jsonl
70490,Refuted,42,shared_task_dev.jsonl
104650,Supported,42,shared_task_dev.jsonl
138375,Supported,42,shared_task_dev.jsonl
182911,Refuted,42,shared_task_dev.jsonl
201796,Refuted,42,shared_task_dev.jsonl
203614,Refuted,42,shared_task_dev.jsonl
99213,Supported,42,shared_task_dev.jsonl
122252,Supported,42,shared_task_dev.jsonl
12610,Refuted,42,shared_task_dev.jsonl
97794,Refuted,42,shared_task_dev.jsonl
55041,Refuted,42,shared_task_dev.jsonl
209122,Refuted,42,shared_task_dev.jsonl
162035,Supported,42,shared_task_dev.jsonl
27595,Supported,42,shared_task_dev.jsonl
19418,Supported,42,shared_task_dev.jsonl
90911,Refuted,42,shared_task_dev.jsonl
114188,Refuted,42,shared_task_dev.jsonl
29205,Supported,42,shared_task_dev.jsonl
131597,Supported,42,shared_task_dev.jsonl
168090,Refuted,42,shared_task_dev.jsonl
206021,Supported,42,shared_task_dev.jsonl
218371,Supported,42,shared_task_dev.jsonl
199757,Refuted,42,shared_task_dev.jsonl
4916,Refuted,42,shared_task_dev.jsonl
40666,Refuted,42,shared_task_dev.jsonl
177489,Refuted,42,shared_task_dev.jsonl
198544,Refuted,42,shared_task_dev.jsonl
81361,Refuted,42,shared_task_dev.jsonl
185408,Refuted,42,shared_task_dev.jsonl
209346,Supported,42,shared_task_dev.jsonl
186325,Refuted,42,shared_task_dev.jsonl
200300,Supported,42,shared_task_dev.jsonl
216382,Refuted,42,shared_task_dev.jsonl
106668,Supported,42,shared_task_dev.jsonl
120630,Supported,42,shared_task_dev.jsonl
158901,Refuted,42,shared_task_dev.jsonl
115211,Refuted,42,shared_task_dev.jsonl
28324,Supported,42,shared_task_dev.jsonl
17314,Refuted,42,shared_task_dev.jsonl
64628,Supported,42,shared_task_dev.jsonl
145491,Refuted,42,shared_task_dev.jsonl
217201,Supported,42,shared_task_dev.jsonl
8208,Supported,42,shared_task_dev.jsonl
139961,Refuted,42,shared_task_dev.jsonl
192193,Supported,42,shared_task_dev.jsonl
24204,Supported,42,shared_task_dev.jsonl
163810,Supported,42,shared_task_dev.jsonl
16996,Supported,42,shared_task_dev.jsonl
138708,Refuted,42,shared_task_dev.jsonl
124203,Refuted,42,shared_task_dev.jsonl
143872,Refuted,42,shared_task_dev.jsonl
102884,Refuted,42,shared_task_dev.jsonl
152811,Refuted,42,shared_task_dev.jsonl
116686,Refuted,42,shared_task_dev.jsonl
37996,Refuted,42,shared_task_dev.jsonl
164997,Supported,42,shared_task_dev.jsonl
34004,Supported,42,shared_task_dev.jsonl
41091,Supported,42,shared_task_dev.jsonl
13588,Supported,42,shared_task_dev.jsonl
190168,Refuted,42,shared_task_dev.jsonl
204421,Supported,42,shared_task_dev.jsonl
109408,Supported,42,shared_task_dev.jsonl
37100,Refuted,42,shared_task_dev.jsonl
140612,Supported,42,shared_task_dev.jsonl
78816,Refuted,42,shared_task_dev.jsonl
136848,Refuted,42,shared_task_dev.jsonl
124881,Refuted,42,shared_task_dev.jsonl
164529,Refuted,42,shared_task_dev.jsonl
14939,Supported,42,shared_task_dev.jsonl
17064,Refuted,42,shared_task_dev.jsonl
62149,Supported,42,shared_task_dev.jsonl
70041,Supported,42,shared_task_dev.jsonl
180730,Supported,42,shared_task_dev.jsonl
82883,Refuted,42,shared_task_dev.jsonl
143041,Refuted,42,shared_task_dev.jsonl
108837,Refuted,42,shared_task_dev.jsonl
6876,Supported,42,shared_task_dev.jsonl
199817,Refuted,42,shared_task_dev.jsonl
7041,Refuted,42,shared_task_dev.jsonl
121472,Supported,42,shared_task_dev.jsonl
112371,Refuted,42,shared_task_dev.jsonl
86530,Supported,42,shared_task_dev.jsonl
220204,Refuted,42,shared_task_dev.jsonl
209352,Refuted,42,shared_task_dev.jsonl
135113,Supported,42,shared_task_dev.jsonl
119126,Refuted,42,shared_task_dev.jsonl
24099,Refuted,42,shared_task_dev.jsonl
189714,Refuted,42,shared_task_dev.jsonl
123956,Supported,42,shared_task_dev.jsonl
1916,Supported,42,shared_task_dev.jsonl
86222,Supported,42,shared_task_dev.jsonl
213927,Supported,42,shared_task_dev.jsonl
112166,Refuted,42,shared_task_dev.jsonl
88046,Supported,42,shared_task_dev.jsonl
49458,Refuted,42,shared_task_dev.jsonl
151399,Supported,42,shared_task_dev.jsonl
24595,Supported,42,shared_task_dev.jsonl
89229,Refuted,42,shared_task_dev.jsonl
212309,Supported,42,shared_task_dev.jsonl
41441,Supported,42,shared_task_dev.jsonl
12844,Refuted,42,shared_task_dev.jsonl
84647,Refuted,42,shared_task_dev.jsonl
124993,Refuted,42,shared_task_dev.jsonl
87187,Supported,42,shared_task_dev.jsonl
161222,Supported,42,shared_task_dev.jsonl
63436,Refuted,42,shared_task_dev.jsonl
59689,Refuted,42,shared_task_dev.jsonl
22002,Refuted,42,shared_task_dev.jsonl
56200,Supported,42,shared_task_dev.jsonl
126423,Supported,42,shared_task_dev.jsonl
46792,Supported,42,shared_task_dev.jsonl
76050,Refuted,42,shared_task_dev.jsonl
120060,Refuted,42,shared_task_dev.jsonl
48608,Refuted,42,shared_task_dev.jsonl
105540,Refuted,42,shared_task_dev.jsonl
51323,Refuted,42,shared_task_dev.jsonl
168539,Supported,42,shared_task_dev.jsonl
20121,Refuted,42,shared_task_dev.jsonl
93137,Supported,42,shared_task_dev.jsonl
107364,Refuted,42,shared_task_dev.jsonl
37112,Supported,42,shared_task_dev.jsonl
78683,Supported,42,shared_task_dev.jsonl
80693,Refuted,42,shared_task_dev.jsonl
18079,Supported,42,shared_task_dev.jsonl
187388,Refuted,42,shared_task_dev.jsonl
149448,Refuted,42,shared_task_dev.jsonl
139661,Supported,42,shared_task_dev.jsonl
88141,Refuted,42,shared_task_dev.jsonl
85011,Supported,42,shared_task_dev.jsonl
190090,Supported,42,shared_task_dev.jsonl
103583,Supported,42,shared_task_dev.jsonl
38940,Refuted,42,shared_task_dev.jsonl
35174,Refuted,42,shared_task_dev.jsonl
44396,Refuted,42,shared_task_dev.jsonl
32956,Refuted,42,shared_task_dev.jsonl
74140,Refuted,42,shared_task_dev.jsonl
103893,Refuted,42,shared_task_dev.jsonl
199746,Refuted,42,shared_task_dev.jsonl
68377,Supported,42,shared_task_dev.jsonl
122285,Refuted,42,shared_task_dev.jsonl
134349,Supported,42,shared_task_dev.jsonl
12319,Supported,42,shared_task_dev.jsonl
75794,Refuted,42,shared_task_dev.jsonl
154393,Refuted,42,shared_task_dev.jsonl
86387,Supported,42,shared_task_dev.jsonl
201389,Refuted,42,shared_task_dev.jsonl
126814,Supported,42,shared_task_dev.jsonl
139365,Supported,42,shared_task_dev.jsonl
20782,Supported,42,shared_task_dev.jsonl
202297,Supported,42,shared_task_dev.jsonl
60495,Supported,42,shared_task_dev.jsonl
115659,Refuted,42,shared_task_dev.jsonl
202737,Refuted,42,shared_task_dev.jsonl
219693,Refuted,42,shared_task_dev.jsonl
202776,Supported,42,shared_task_dev.jsonl
116870,Supported,42,shared_task_dev.jsonl
115294,Refuted,42,shared_task_dev.jsonl
53998,Supported,42,shared_task_dev.jsonl
50850,Refuted,42,shared_task_dev.jsonl
17376,Supported,42,shared_task_dev.jsonl
103003,Supported,42,shared_task_dev.jsonl
172765,Supported,42,shared_task_dev.jsonl
131625,Supported,42,shared_task_dev.jsonl
118117,Refuted,42,shared_task_dev.jsonl
218239,Supported,42,shared_task_dev.jsonl
58175,Supported,42,shared_task_dev.jsonl
221148,Refuted,42,shared_task_dev.jsonl
77028,Supported,42,shared_task_dev.jsonl
22724,Refuted,42,shared_task_dev.jsonl
53662,Supported,42,shared_task_dev.jsonl
128248,Refuted,42,shared_task_dev.jsonl
152422,Refuted,42,shared_task_dev.jsonl
115173,Supported,42,shared_task_dev.jsonl
109878,Refuted,42,shared_task_dev.jsonl
59907,Refuted,42,shared_task_dev.jsonl
120735,Supported,42,shared_task_dev.jsonl
82196,Supported,42,shared_task_dev.jsonl
49839,Refuted,42,shared_task_dev.jsonl
102583,Refuted,42,shared_task_dev.jsonl
198895,Supported,42,shared_task_dev.jsonl
92090,Supported,42,shared_task_dev.jsonl
197373,Refuted,42,shared_task_dev.jsonl
71802,Supported,42,shared_task_dev.jsonl
90085,Supported,42,shared_task_dev.jsonl
204341,Refuted,42,shared_task_dev.jsonl
84506,Refuted,42,shared_task_dev.jsonl
82396,Supported,42,shared_task_dev.jsonl
83454,Refuted,42,shared_task_dev.jsonl
183932,Refuted,42,shared_task_dev.jsonl
177855,Refuted,42,shared_task_dev.jsonl
107585,Refuted,42,shared_task_dev.jsonl
40443,Supported,42,shared_task_dev.jsonl
129909,Refuted,42,shared_task_dev.jsonl
114739,Refuted,42,shared_task_dev.jsonl
132716,Supported,42,shared_task_dev.jsonl
221249,Supported,42,shared_task_dev.jsonl
7639,Supported,42,shared_task_dev.jsonl
179025,Supported,42,shared_task_dev.jsonl
36350,Refuted,42,shared_task_dev.jsonl
156075,Refuted,42,shared_task_dev.jsonl
53567,Supported,42,shared_task_dev.jsonl
175739,Supported,42,shared_task_dev.jsonl
168920,Supported,42,shared_task_dev.jsonl
85702,Refuted,42,shared_task_dev.jsonl
62298,Refuted,42,shared_task_dev.jsonl
218248,Refuted,42,shared_task_dev.jsonl
14069,Supported,42,shared_task_dev.jsonl
65437,Refuted,42,shared_task_dev.jsonl
73281,Supported,42,shared_task_dev.jsonl
185167,Supported,42,shared_task_dev.jsonl
222035,Refuted,42,shared_task_dev.jsonl
159080,Supported,42,shared_task_dev.jsonl
97606,Supported,42,shared_task_dev.jsonl
94522,Refuted,42,shared_task_dev.jsonl
46964,Refuted,42,shared_task_dev.jsonl
186598,Supported,42,shared_task_dev.jsonl
52907,Supported,42,shared_task_dev.jsonl
135008,Supported,42,shared_task_dev.jsonl
16250,Supported,42,shared_task_dev.jsonl
140869,Supported,42,shared_task_dev.jsonl
59964,Supported,42,shared_task_dev.jsonl
89908,Supported,42,shared_task_dev.jsonl
104930,Supported,42,shared_task_dev.jsonl
38654,Refuted,42,shared_task_dev.jsonl
163795,Supported,42,shared_task_dev.jsonl
224139,Refuted,42,shared_task_dev.jsonl
201098,Supported,42,shared_task_dev.jsonl
61977,Refuted,42,shared_task_dev.jsonl
165653,Refuted,42,shared_task_dev.jsonl
107320,Refuted,42,shared_task_dev.jsonl
67426,Refuted,42,shared_task_dev.jsonl
27869,Refuted,42,shared_task_dev.jsonl
121454,Refuted,42,shared_task_dev.jsonl
38110,Refuted,42,shared_task_dev.jsonl
173137,Supported,42,shared_task_dev.jsonl
25642,Refuted,42,shared_task_dev.jsonl
80075,Supported,42,shared_task_dev.jsonl
35720,Supported,42,shared_task_dev.jsonl
114495,Supported,42,shared_task_dev.jsonl
229304,Supported,42,shared_task_dev.jsonl
157434,Refuted,42,shared_task_dev.jsonl
226878,Refuted,42,shared_task_dev.jsonl
86474,Supported,42,shared_task_dev.jsonl
